7;Projektbild;Level 7 Illusionsmagie;1 Aktion;792 km;V, G, M;Konzentration, bis zu 1 Tag;"(eine Statue von dir selbst im Wert von 5+ GP) Du erschaffst eine illusorische Kopie von dir selbst, die für die Dauer des Zaubers bestehen bleibt. Die Kopie kann an jedem Ort innerhalb der Reichweite erscheinen, den du zuvor gesehen hast, unabhängig von dazwischenliegenden Hindernissen. Die Illusion sieht aus und klingt wie du, ist jedoch nicht greifbar. Wenn die Illusion Schaden erleidet, verschwindet sie und der Zauber endet.<br><br>Du kannst durch die Augen der Illusion sehen und durch ihre Ohren hören, als wärst du selbst an ihrer Stelle. Als magische Aktion kannst du sie bis zu bewegen60 feet und sie gestikulieren, sprechen und sich so verhalten lassen, wie du es möchtest. Sie ahmt deine Verhaltensweisen perfekt nach.<br><br>Durch physischen Kontakt mit dem Bild wird deutlich, dass es sich um eine Illusion handelt, da Gegenstände es durchdringen können. Eine Kreatur, die die Aktion „Untersuchen"" wählt, um das Bild zu begutachten, kann durch einen erfolgreichen Intelligenz-Wurf (Untersuchung) gegen deinen Zauber-Rettungswurf feststellen, dass es sich um eine Illusion handelt. Erkennt eine Kreatur die Illusion als solche, kann sie durch das Bild hindurchsehen, und alle Geräusche, die es erzeugt, klingen für sie hohl.";Barde, Magier;
7;Neu generieren;Level 7 Verwandlungsmagie;1 min;Berührung;V, G, M;1 h;(eine Gebetsmühle) Ein Wesen, das du berührst, gewinnt4d8 + 15Lebenspunkte zurück. Während der Wirkungsdauer gewinnt das Ziel zu Beginn jedes seiner Züge 1 Lebenspunkt zurück, und abgetrennte Körperteile wachsen nach 2 Minuten nach.;Barde, Kleriker, Druide;
7;Auferstehung;Level 7 Nekromantie;1 h;Berührung;V, G, M;Unmittelbar;(ein Diamant im Wert von über 1.000 Goldstücken, den der Zauber verbraucht) Durch eine Berührung erweckst du eine tote Kreatur wieder zum Leben, die seit höchstens einem Jahrhundert tot ist, nicht an Altersschwäche gestorben ist und zum Zeitpunkt ihres Todes kein Untoter war.<br><br>Die Kreatur erwacht mit all ihren Lebenspunkten wieder zum Leben. Dieser Zauber neutralisiert zudem alle Gifte, von denen die Kreatur zum Zeitpunkt ihres Todes befallen war. Dieser Zauber heilt alle tödlichen Wunden und stellt fehlende Körperteile wieder her.<br><br>Die Rückkehr aus dem Tod ist eine Tortur. Das Ziel erhält einen Malus von -4 aufD20Proben. Jedes Mal, wenn das Ziel eine lange Ruhepause beendet, verringert sich der Malus um 1, bis er 0 beträgt.<br><br>Das Wirken dieses Zaubers, um eine Kreatur wiederzubeleben, die seit 365 Tagen oder länger tot ist, kostet dich Kraft. Bis du eine lange Ruhepause beendet hast, kannst du keine Zauber mehr wirken und erleidest Nachteil beiD20Proben.;Barde, Kleriker;
7;Schwerkraft umkehren;Level 7 Verwandlungsmagie;1 Aktion;30 m;V, G, M;Konzentration, bis zu 1 min;(ein Magnetstein und Eisenspäne) Dieser Zauber kehrt die Schwerkraft in einem Zylinder50-foot mit einem Radius von und100-footeiner Höhe von um, dessen Mittelpunkt ein Punkt innerhalb der Reichweite bildet. Alle Wesen und Gegenstände in diesem Bereich, die nicht am Boden verankert sind, fallen nach oben und gelangen an die Spitze des Zylinders. Ein Wesen kann einen DEX-Rettungswurf durchführen, um sich an einem festen Gegenstand festzuhalten, den es erreichen kann, und so den Fall nach oben zu vermeiden.<br><br>Wenn bei diesem Fall nach oben eine Decke oder ein verankertes Objekt getroffen wird, prallen Kreaturen und Objekte genauso darauf auf wie bei einem Fall nach unten. Erreicht eine betroffene Kreatur oder ein betroffenes Objekt die Oberseite des Zylinders, ohne etwas zu berühren, schwebt sie bzw. es dort für die Dauer des Zaubers. Wenn der Zauber endet, fallen die betroffenen Objekte und Kreaturen nach unten.;Druide, Zauberer, Magier;
7;Sequestrierung;Level 7 Verwandlungsmagie;1 Aktion;Berührung;V, G, M;Bis Zauber gebannt wird;"(Edelsteinstaub im Wert von mindestens 5.000 Goldstücken, den der Zauber verbraucht) Durch eine Berührung entziehst du einen Gegenstand oder eine willige Kreatur auf magische Weise der Wahrnehmung. Für die Dauer des Zaubers befindet sich das Ziel im Zustand „Unsichtbar"" und kann nicht von Wahrsagezaubern anvisiert, durch Magie aufgespürt oder aus der Ferne mit Magie beobachtet werden.<br><br>Ist das Ziel eine Kreatur, fällt sie in einen Zustand der Scheintod; sie befindet sich im Zustand „Bewusstlos"", altert nicht und benötigt weder Nahrung noch Wasser oder Luft.<br><br>Du kannst eine Bedingung festlegen, unter der der Zauber vorzeitig endet. Die Bedingung kann beliebig sein, muss jedoch innerhalb1 mileder Reichweite des Ziels eintreten oder sichtbar sein. Beispiele hierfür sind „nach 1.000 Jahren"" oder „wenn der Tarrasque erwacht"". Der Zauber endet ebenfalls, wenn das Ziel Schaden erleidet.";Magier;
7;Simulacrum;Level 7 Illusionsmagie;12 Uhr mittags;Berührung;V, G, M;Bis Zauber gebannt wird;"(Rubinpulver im Wert von mindestens 1.500 Goldstücken, das der Zauber verbraucht) Du erschaffst ein Abbild einer Bestie oder eines Humanoiden, das sich während der gesamten Dauer des Zaubers in10 feetdeiner Nähe befindet. Du beendest die Zauberspruchausführung, indem du sowohl die Kreatur als auch einen Haufen Eis oder Schnee berührst, der genauso groß ist wie diese Kreatur, woraufhin sich der Haufen in das Simulacrum verwandelt, das eine Kreatur ist. Es verwendet die Spielwerte der ursprünglichen Kreatur zum Zeitpunkt der Zauberspruchausführung, außer dass es ein Konstrukt ist, seine maximalen TP nur halb so hoch sind und es diesen Zauberspruch nicht wirken kann.<br><br>Das Simulacrum ist dir und den von dir bestimmten Wesen freundlich gesinnt. Es befolgt deine Befehle und handelt in deinem Zug im Kampf. Das Simulacrum kann keine Stufen aufsteigen und keine kurzen oder langen Ruhepausen einlegen.<br><br>Wenn das Simulacrum Schaden erleidet, kannst du seine TP nur wiederherstellen, indem du es während einer langen Ruhepause reparierst; dabei verbrauchst du pro wiederhergestelltem Trefferpunkt Komponenten im Wert von 100 Goldstücken. Das Simulacrum muss sich während der Reparatur in5 feetdeiner Nähe befinden.<br><br>Das Simulacrum besteht so lange, bis seine TP auf 0 sinken; dann verwandelt es sich wieder in Schnee und schmilzt dahin. Wenn du diesen Zauber erneut wirkst, werden alle Simulacra, die du mit diesem Zauber erschaffen hast, Unmittelbar zerstört.";Magier;
7;Symbol;Level 7 Bannmagie;1 min;Berührung;V, G, M;Until dispelled or triggered;"(Diamantpulver im Wert von 1.000+ GP, das der Zauber verbraucht) Du bringst eine schädliche Glyphe entweder auf einer Oberfläche (wie einem Teil des Bodens oder einer Wand) oder auf einem verschließbaren Gegenstand (wie einem Buch oder einer Truhe) an. Die Glyphe kann einen Bereich mit einem Durchmesser10 feet von höchstens abdecken. Wenn du einen Gegenstand wählst, muss dieser an Ort und Stelle bleiben; wird er mehr als10 feet von der Stelle entfernt, an der du diesen Zauber gewirkt hast, wird die Glyphe zerstört und der Zauber endet, ohne ausgelöst zu werden.<br><br>Das Zeichen ist kaum wahrnehmbar und kann nur erkannt werden, wenn ein erfolgreicher Weisheitswurf (Wahrnehmung) gegen deinen Zauber-Rettungswurf-SG gelingt.<br><br>Wenn du das Symbol einritzt, legst du seinen Auslöser fest und wählst aus, welchen Effekt das Symbol haben soll: Tod, Zwietracht, Angst, Schmerz, Schlaf oder Betäubung. Die einzelnen Effekte werden im Folgenden erläutert.<br><br>Lege den Auslöser fest. Du entscheidest, was das Symbol auslöst, wenn du den Zauber wirkst. Bei Symbolen, die auf eine Oberfläche eingraviert sind, sind häufige Auslöser das Berühren oder Betreten des Symbols, das Entfernen eines anderen Objekts, das es verdeckt, oder das Herannahen auf eine bestimmte Entfernung. Bei Symbolen, die in ein Objekt eingraviert sind, sind häufige Auslöser das Öffnen dieses Objekts oder das Erblicken des Symbols.<br><br>Du kannst den Auslöser so anpassen, dass er nur bei Kreaturen bestimmter Arten ausgelöst wird (die Glyphe könnte beispielsweise so eingestellt werden, dass sie nur auf Aberrationen wirkt). Du kannst auch Bedingungen festlegen, unter denen Kreaturen den Auslöser nicht auslösen, beispielsweise wenn sie ein bestimmtes Passwort sagen.<br><br>Sobald die Glyphe ausgelöst wird, leuchtet sie auf und füllt eine Kugel mit 60-footeinem Radius von S für 10 Minuten mit schwachem Licht; danach endet der Zauber. Jede Kreatur, die sich zum Zeitpunkt der Aktivierung der Glyphe in der Kugel befindet, wird von deren Wirkung erfasst, ebenso wie jede Kreatur, die in diesem Zug zum ersten Mal die Kugel betritt oder ihren Zug dort beendet. Eine Kreatur wird pro Zug nur einmal von der Wirkung erfasst.<br><br>Tod. Jedes Ziel führt einen Konstitutionsrettungswurf durch und erleidet bei einem 10d10misslungenen Rettungswurf nekrotischen Schaden oder bei einem erfolgreichen Rettungswurf die Hälfte dieses Schadens.<br><br>Uneinigkeit. Jedes Ziel führt einen WIS-Rettungswurf durch. Bei einem misslungenen Rettungswurf gerät das Ziel für 1 min in Streit mit anderen Wesen. Während dieser Zeit ist es nicht in der Lage, sich sinnvoll zu verständigen, und erhält Nachteil bei Angriffswürfen und Eigenschaftsproben.<br><br>Angst. Jedes Ziel muss einen WIS-Rettungswurf bestehen, sonst erleidet es für 1 min den Zustand „Verängstigt"". Solange es verängstigt ist, muss sich das Ziel in jedem seiner Züge, sofern möglich, mindestens vom 30 feetGlyphen wegbewegen.<br><br>Schmerz. Jedes Ziel muss einen CON-Rettungswurf bestehen, andernfalls erleidet es für 1 min den Zustand „Handlungsunfähig"".<br><br>Schlaf. Jedes Ziel muss einen WIS-Rettungswurf bestehen, andernfalls befindet es sich 10 Minuten lang im Zustand „Bewusstlos"". Eine Kreatur erwacht, wenn sie Schaden erleidet oder wenn jemand eine Aktion ausführt, um sie wachzurütteln.<br><br>Betäubt. Jedes Ziel muss einen WIS-Rettungswurf bestehen, sonst erleidet es für 1 min den Zustand „Betäubt"".";Barde, Kleriker, Druide, Magier;
7;Teleport;Level 7 Beschwörung;1 Aktion;3 m;V;Unmittelbar;"Dieser Zauber versetzt dich und bis zu acht willige Wesen, die du in Reichweite sehen kannst, oder einen einzelnen Gegenstand, den du in Reichweite sehen kannst, augenblicklich an einen Ort deiner Wahl. Wenn du einen Gegenstand als Ziel wählst, muss dieser groß oder kleiner sein und darf nicht von einem unwilligen Wesen gehalten oder getragen werden.<br><br>Das von dir gewählte Ziel muss dir bekannt sein und sich auf derselben Existenzebene befinden wie du. Wie gut du das Ziel kennst, entscheidet darüber, ob du erfolgreich dort ankommst. Der Spielleiter würfelt1d100und konsultiert die Tabelle „Ergebnisse der Teleportation"" sowie die darauf folgenden Erläuterungen.<br><br>Vertrautheit - Missgeschick - Ähnlicher Bereich - Am Ziel - Nicht am Ziel - Permanenter Kreis - - - 01 --00 Verbundenes Objekt - - - 01 --00 Sehr vertraut 01-05 06-13 14-24 25 - -00Beiläufig gesehen 01-33 34-43 44-53 54 - -00Einmal gesehen oder beschrieben 01-43 44-53 54-73 74 --00 Falsches Ziel 01-50 51-00 - -<br><br>Vertrautheit. Hier sind die Bedeutungen der Begriffe in der Spalte „Vertrautheit"" der Tabelle:<br><br>„Permanenter Kreis"" bezeichnet einen permanenten Teleportationskreis, dessen Siegelsequenz dir bekannt ist. „Verbundenes Objekt"" bedeutet, dass du einen Gegenstand besitzt, der innerhalb der letzten sechs Monate vom gewünschten Zielort stammt, beispielsweise ein Buch aus der Bibliothek eines Zauberers. „Sehr vertraut"" ist ein Ort, den du oft besucht hast, den du sorgfältig studiert hast oder den du sehen kannst, wenn du den Zauber wirkst. „Beiläufig gesehen"" ist ein Ort, den du mehr als einmal gesehen hast, mit dem du aber nicht sehr vertraut bist. „Einmal gesehen oder beschrieben"" bezeichnet einen Ort, den du einmal gesehen hast, möglicherweise mithilfe von Magie, oder einen Ort, den du durch die Beschreibung eines anderen kennst, etwa von einer Karte. „Falsches Ziel"" bezeichnet einen Ort, der nicht existiert. Vielleicht hast du versucht, das Heiligtum eines Feindes zu erblicken, aber stattdessen eine Illusion gesehen, oder du versuchst, dich an einen Ort zu teleportieren, der nicht mehr existiert.<br><br>Panne. Die unberechenbare Magie des Zaubers führt zu einer beschwerlichen Reise. Jedes teleportierte Wesen (oder das Zielobjekt) erleidet3d10 Kraftschaden, und der Spielleiter würfelt erneut auf der Tabelle, um zu bestimmen, wo ihr landet (es können mehrere Pannen auftreten, die jedes Mal Schaden verursachen).<br><br>Ähnliche Umgebung. Du und deine Gruppe (oder das Zielobjekt) erscheinen in einer anderen Umgebung, die der Zielumgebung optisch oder thematisch ähnelt. Ihr erscheint an dem Ort, der dem Zielort am ähnlichsten ist. Wenn ihr beispielsweise auf dem Weg zu eurem Heimlabor seid, könntet ihr im Labor einer anderen Person in derselben Stadt erscheinen.<br><br>Verschossen. Du und deine Gruppe (oder das Zielobjekt) erscheinen2d12kilometerweit vom Ziel entfernt in einer zufälligen Richtung. Wirf1d8für die Richtung: 1 - Osten; 2 - Südosten; 3 - Süden; 4 - Südwesten; 5 - Westen; 6 - Nordwesten; 7 - Norden; oder 8 - Nordosten.<br><br>Genau ins Schwarze. Du und deine Gruppe (oder das Zielobjekt) erscheinen genau dort, wo ihr es beabsichtigt habt.";Barde, Zauberer, Magier;
8;Tierformen;Level 8 Verwandlungsmagie;1 Aktion;9 m;V, G;24 h;Wähle eine beliebige Anzahl williger Wesen, die du in Reichweite sehen kannst. Jedes Ziel verwandelt sich in ein großes oder kleineres Tier deiner Wahl mit einem Herausforderungsgrad von 4 oder weniger. Du kannst für jedes Ziel eine andere Gestalt wählen. In späteren Runden kannst du eine magische Aktion ausführen, um die Ziele erneut zu verwandeln.<br><br>Die Spielwerte des Ziels werden durch die Werte der gewählten Bestie ersetzt, doch das Ziel behält seinen Kreaturentyp, seine TP, seine Trefferpunktwürfel, seine Gesinnung, seine Kommunikationsfähigkeit sowie seine Werte für Intelligenz, Weisheit und Charisma. Die Handlungen des Ziels sind durch die Anatomie der Bestiengestalt eingeschränkt, und es kann keine Zauber wirken. Die Ausrüstung des Ziels verschmilzt mit der neuen Gestalt, und das Ziel kann diese Ausrüstung in dieser Gestalt nicht benutzen.<br><br>Das Ziel erhält so viele temporäre TP, wie die TP der ersten Gestalt betragen, in die es sich verwandelt. Diese temporären TP verfallen, sofern noch welche übrig sind, wenn der Zauber endet. Die Verwandlung hält für die gesamte Dauer an oder bis das Ziel sie als Bonus Aktion beendet.;Druide;
8;Antimagisches Feld;Level 8 Bannmagie;1 Aktion;Selbst;V, G, M;Konzentration, bis zu 1 h;"(Eisenspäne) In10-foot„Emanation"" umgibt dich eine antimagische Aura. Niemand kann innerhalb dieser Aura Zauber wirken, magische Aktionen ausführen oder andere magische Effekte erzeugen, und solche Aktionen können nichts innerhalb der Aura als Ziel wählen oder anderweitig beeinflussen. Magische Eigenschaften von magischen Gegenständen wirken innerhalb der Aura oder auf irgendetwas darin nicht.<br><br>Durch Zauber oder andere magische Wirkungen erzeugte Wirkungsbereiche können nicht in die Aura hineinreichen, und niemand kann sich dorthin hinein- oder herausteleportieren oder dort planare Reisen unternehmen. Portale schließen sich vorübergehend, solange man sich in der Aura befindet.<br><br>Aktive Zauber, mit Ausnahme derer, die von einem Artefakt oder einer Gottheit gewirkt wurden, werden in diesem Bereich unterdrückt. Solange ein Effekt unterdrückt ist, wirkt er nicht, doch die Zeit, in der er unterdrückt ist, wird auf seine Wirkdauer angerechnet.<br><br>„Magie bannen"" hat keine Wirkung auf die Aura, und die von verschiedenen „Antimagiefeld""-Zaubern erzeugten Auren heben sich nicht gegenseitig auf.";Kleriker, Magier;
8;Antipathie / Sympathie;Level 8 Verzauberung;1 h;18 m;V, G, M;10 Tage;"(eine Mischung aus Essig und Honig) Entscheide beim Wirken des Zaubers, ob er Abneigung oder Sympathie hervorruft, und wähle eine Kreatur oder einen Gegenstand als Ziel, der riesig oder kleiner ist. Lege dann eine Kreaturenart fest, beispielsweise rote Drachen, Kobolde oder Vampire. Eine Kreatur der gewählten Art muss einen WIS-Rettungswurf durchführen, sobald sie sich in120 feet Entfernung zum Ziel befindet. Deine Wahl zwischen Abneigung und Sympathie bestimmt, was mit einer Kreatur geschieht, wenn sie diesen Rettungswurf nicht besteht:<br><br>Abneigung. Die Kreatur befindet sich im Zustand „Verängstigt"". Die verängstigte Kreatur muss in ihren Zügen ihre Bewegung nutzen, um sich auf dem sichersten Weg so weit wie möglich vom Ziel zu entfernen.<br><br>Sympathie. Die Kreatur befindet sich im Zustand „Verzaubert"". Die verzauberte Kreatur muss ihre Bewegung in ihren Spielzügen nutzen, um sich dem Ziel über den sichersten Weg so weit wie möglich zu nähern. Befindet sich die Kreatur in5 feetReichweite des Ziels, kann sie sich nicht freiwillig davon entfernen. Fügt das Ziel der verzauberten Kreatur Schaden zu, kann diese einen WIS-Rettungswurf durchführen, um den Effekt zu beenden, wie unten beschrieben.<br><br>Beendigung des Effekts. Beendet die verängstigte oder verzauberte Kreatur ihren Zug mehr als120 feet entfernt vom Ziel, führt sie einen WIS-Rettungswurf durch. Bei einem erfolgreichen Rettungswurf ist die Kreatur nicht mehr vom Ziel betroffen. Eine Kreatur, die diesen Effekt erfolgreich abwehrt, ist 1 min lang immun dagegen; danach kann sie erneut davon betroffen sein.";Barde, Druide, Magier;
8;Verwirrung;Level 8 Verzauberung;1 Aktion;45 m;V, G, M;Unmittelbar;"(ein Schlüsselbund ohne Schlüssel) Du versetzt das Gehirn einer Kreatur, die du in Reichweite sehen kannst, in Schockzustand. Das Ziel muss einen INT-Rettungswurf durchführen.<br><br>Bei einem misslungenen Rettungswurf erleidet das Ziel10d12 psychischen Schaden und kann keine Zauber wirken oder die Aktion „Magie"" ausführen. Alle 30 Tage muss das Ziel den Rettungswurf wiederholen; bei Erfolg endet der Effekt. Der Effekt kann auch durch die Zauber „Große Wiederherstellung"", „Heilen"" oder „Wunsch"" beendet werden.<br><br>Bei einem erfolgreichen Rettungswurf erleidet das Ziel nur halb so viel Schaden.";Barde, Druide, Hexenmeister, Magier;
8;Klon;Level 8 Nekromantie;1 h;Berührung;V, G, M;Unmittelbar;"(ein Diamant im Wert von mindestens 1.000 GP, den der Zauber verbraucht, und ein verschließbares Gefäß im Wert von mindestens 2.000 GP, das groß genug ist, um die zu klonende Kreatur aufzunehmen) Du berührst eine Kreatur oder mindestens 1 Kubikzoll ihres Fleisches. Ein lebloses Duplikat dieser Kreatur bildet sich im Gefäß, das für die Zauberausführung verwendet wurde, und ist nach 120 Tagen ausgewachsen; du entscheidest, ob der fertige Klon genauso alt wie die Kreatur oder jünger ist. Der Klon bleibt leblos und besteht auf unbestimmte Zeit, solange sein Gefäß ungestört bleibt.<br><br>Stirbt das ursprüngliche Wesen, nachdem sich der Klon vollständig gebildet hat, geht dessen Seele auf den Klon über, sofern sie frei ist und bereit ist, zurückzukehren. Der Klon ist dem Original körperlich identisch und verfügt über dieselbe Persönlichkeit, dieselben Erinnerungen und Fähigkeiten, jedoch nicht über die Ausrüstung des Originals. Die Überreste des ursprünglichen Wesens, sofern vorhanden, werden leblos und können nicht wiederbelebt werden, da sich die Seele des Wesens an einem anderen Ort befindet.";Magier;
8;Das Wetter beeinflussen;Level 8 Verwandlungsmagie;10 min;Selbst;V, G, M;Konzentration, bis zu 8 h;(Weihrauch verbrennen) Du übernimmst für die Dauer des Zaubers die Kontrolle über das Wetter in5 milesdeiner Umgebung. Du musst dich im Freien befinden, um diesen Zauber zu wirken, und er endet vorzeitig, wenn du dich in einen Innenraum begibst.<br><br>Wenn du den Zauber wirkst, veränderst du die aktuellen Wetterbedingungen, die vom Spielleiter festgelegt werden. Du kannst Niederschlag, Temperatur und Wind verändern. Es dauert1d4× 10 Minuten, bis die neuen Bedingungen in Kraft treten. Sobald dies geschehen ist, kannst du die Bedingungen erneut verändern. Wenn der Zauber endet, normalisiert sich das Wetter allmählich wieder.<br><br>Wenn du die Wetterbedingungen änderst, suche in den folgenden Tabellen einen aktuellen Zustand und ändere dessen Stufe um eins nach oben oder unten. Wenn du den Wind änderst, kannst du auch dessen Richtung ändern.<br><br>Wetterlage 1 Klar 2 Leichte Bewölkung 3 Bedeckt oder Bodennebel 4 Regen, Hagel oder Schnee 5 Starkregen, heftiger Hagel oder Schneesturm<br><br>Stufe Zustand 1 Hitzewelle 2 Heiß 3 Warm 4 Kühlig 5 Kalt 6 Eisig<br><br>Stufe 1 Windstill 2 Mäßiger Wind 3 Starker Wind 4 Sturm 5 Orkan;Kleriker, Druide, Magier;
8;Halbebenen;Level 8 Beschwörung;1 Aktion;18 m;G;1 h;"Du erschaffst eine schemenhafte, mittelgroße Tür auf einer ebenen, festen Oberfläche, die du innerhalb der Reichweite sehen kannst. Diese Tür lässt sich öffnen und schließen und führt zu einer Halbebene, die in jeder Dimension aus30 feet einem leeren Raum besteht, der aus Holz oder Stein gefertigt ist (nach deiner Wahl).<br><br>Wenn der Zauber endet, verschwindet die Tür, und alle Gegenstände im Inneren der Halbebene verbleiben dort. Auch alle Kreaturen im Inneren verbleiben dort, es sei denn, sie entscheiden sich dafür, beim Verschwinden der Tür durch diese hindurchgeschleudert zu werden; sie landen dann mit dem Zustand „am Boden liegend"" auf den unbesetzten Feldern, die dem ehemaligen Feld der Tür am nächsten liegen.<br><br>Jedes Mal, wenn du diesen Zauber wirkst, kannst du eine neue Halbebene erschaffen oder die Schattenpforte mit einer Halbebene verbinden, die du bei einer früheren Anwendung dieses Zaubers erschaffen hast. Wenn du zudem die Beschaffenheit und den Inhalt einer Halbebene kennst, die durch die Anwendung dieses Zaubers durch ein anderes Wesen erschaffen wurde, kannst du die Schattenpforte stattdessen mit dieser Halbebene verbinden.";Zauberer, Hexenmeister, Magier;
8;Monster besiegen;Level 8 Verzauberung;1 Aktion;18 m;V, G;Konzentration, bis zu 1 h;"Ein Wesen, das sich in Reichweite befindet, muss einen WIS-Rettungswurf bestehen oder erhält für die Dauer des Zaubers den Zustand „Verzaubert"". Das Ziel erhält einen Vorteil bei diesem Rettungswurf, wenn du oder deine Verbündeten gegen es kämpfen. Immer wenn das Ziel Schaden erleidet, wiederholt es den Rettungswurf; bei Erfolg endet der Zauber für das Ziel.<br><br>Solange ihr euch auf derselben Existenzebene befindet, besteht zwischen dir und dem verzauberten Ziel eine telepathische Verbindung. In deinem Zug kannst du diese Verbindung nutzen, um dem Ziel Befehle zu erteilen (keine Aktion erforderlich), wie zum Beispiel „Greife diese Kreatur an"", „Beweg dich dorthin"" oder „Hol diesen Gegenstand"". Das Ziel tut sein Bestes, um in seinem Zug zu gehorchen. Wenn es einen Befehl ausgeführt hat und keine weiteren Anweisungen von dir erhält, handelt und bewegt es sich nach eigenem Ermessen und konzentriert sich darauf, sich selbst zu schützen.<br><br>Du kannst dem Ziel befehlen, eine Reaktion auszuführen, musst dafür aber selbst eine Reaktion ausführen.<br><br><b>Auf höheren Level gewirkt:</b>Mit einem Zauberslot der Stufe 9 hält deine Konzentration länger an (bis zu 8 Stunden).";Barde, Zauberer, Hexenmeister, Magier;
8;Erdbeben;Level 8 Verwandlungsmagie;1 Aktion;150 m;V, G, M;Konzentration, bis zu 1 min;"(ein zerklüfteter Felsen) Wähle einen Punkt auf dem Boden, den du in Sichtweite sehen kannst. Für die Dauer des Zaubers erschüttert ein heftiges Beben den Boden in einem Kreis mit 100-footeinem Radius von [R] um diesen Punkt herum. Der Boden dort gilt als schwieriges Gelände.<br><br>Wenn du diesen Zauber wirkst und während seiner Wirkungsdauer am Ende jedes deiner Züge, muss jede Kreatur am Boden in diesem Bereich einen Geschicklichkeitsrettungswurf durchführen. Bei einem misslungenen Rettungswurf erhält die Kreatur den Zustand „am Boden liegend"" und verliert ihre Konzentration.<br><br>Du kannst auch die folgenden Effekte auslösen.<br><br>Spalten. Am Ende des Zuges, in dem du den Zauber wirkst, öffnen sich insgesamt1d6 Spalten im Wirkungsbereich des Zaubers. Du wählst die Positionen der Spalten, die sich nicht unter Bauwerken befinden dürfen. Jede Spalte ist1d10 ×3 m tief und10 feet breit und erstreckt sich von einem Rand des Wirkungsbereichs des Zaubers zum anderen. Eine Kreatur, die sich im selben Feld wie eine Spalte befindet, muss einen Geschicklichkeitsrettungswurf bestehen oder fällt hinein. Eine Kreatur, die den Rettungswurf besteht, bewegt sich mit dem Rand der Spalte mit, während diese sich öffnet.<br><br>Bauten. Der Bebenzauber fügt jedem Bauwerk im Wirkbereich, das Bodenkontakt hat, beim Wirken des Zaubers sowie am Ende jedes deiner Züge bis zum Ende des Zaubers 50 Schlagschaden zu. Wenn die TP eines Bauwerks auf 0 sinken, stürzt es ein.<br><br>Eine Kreatur, die sich in einer Entfernung von der einstürzenden Struktur befindet, die der Hälfte der Höhe der Struktur entspricht, muss einen Geschicklichkeitsrettungswurf durchführen. Bei einem misslungenen Rettungswurf erleidet die 12d6Kreatur Schlagschaden, erhält den Zustand „am Boden"" und wird unter den Trümmern begraben; um sich zu befreien, muss sie als Aktion einenDC 20 Stärke-Probe (Leichtathletik) durchführen. Bei einem erfolgreichen Rettungswurf erleidet die Kreatur nur die Hälfte des Schadens.";Kleriker, Druide, Zauberer;
8;Schlagfertigkeit;Level 8 Verzauberung;1 Aktion;Selbst;V;1 h;Solange der Zauber wirkt, kannst du bei einem Charisma-Wurf den gewürfelten Wert durch eine 15 ersetzen. Außerdem zeigt jede Magie, die prüfen soll, ob du die Wahrheit sagst, an, dass du ehrlich bist - ganz gleich, was du sagst.;Barde, Hexenmeister;
8;Heilige Aura;Level 8 Bannmagie;1 Aktion;Selbst;V, G, M;Konzentration, bis zu 1 min;"(ein Reliquiar im Wert von 1.000+ GP) Für die Dauer strahlst du eine Aura in Form30-footeiner Emanation aus. Innerhalb dieser Aura erhalten Kreaturen deiner Wahl Vorteil bei allen Rettungswürfen, während andere Kreaturen Nachteil bei Angriffswürfen gegen sie haben. Außerdem muss ein Dämon oder Untoter, der eine betroffene Kreatur mit einem Nahkampfangriff trifft, einen Konstitutionsrettungswurf bestehen, sonst erleidet er bis zum Ende seines nächsten Zuges den Zustand „Blind"".";Kleriker;
8;Brandwolke;Level 8 Beschwörung;1 Aktion;45 m;V, G;Konzentration, bis zu 1 min;"Eine wirbelnde Wolke aus Glut und Rauch füllt eine Kugel mit 20-footeinem Radius von S, deren Mittelpunkt an einem Punkt innerhalb der Reichweite liegt. Der Bereich der Wolke ist stark verdeckt. Sie hält für die gesamte Dauer an oder bis ein starker Wind (wie der durch „Windstoß"" erzeugte) sie zerstreut.<br><br>Wenn die Wolke erscheint, muss jede Kreatur darin einen Geschicklichkeitsrettungswurf durchführen; bei einem misslungenen Rettungswurf erleidet sie10d8Feuerschaden, bei einem erfolgreichen Rettungswurf nur die Hälfte des Schadens. Eine Kreatur muss diesen Rettungswurf auch durchführen, wenn sich die Sphäre in ihren Platz bewegt, wenn sie die Sphäre betritt oder wenn sie ihren Zug dort beendet. Eine Kreatur führt diesen Rettungswurf nur einmal pro Zug durch.<br><br>Die Wolke bewegt10 feetsich zu Beginn jedes deiner Züge in eine Richtung, die du zu Beginn festlegst.";Druide, Zauberer, Magier;
8;Labyrinth;Level 8 Beschwörung;1 Aktion;18 m;V, G;Konzentration, bis zu 10 min;"Du verbannst eine Kreatur, die du in Reichweite sehen kannst, in eine labyrinthartige Halbebene. Das Ziel verbleibt dort für die Dauer des Zaubers oder bis es aus dem Labyrinth entkommt.<br><br>Das Ziel kann eine „Studieren""-Aktion ausführen, um zu versuchen, zu entkommen. Dabei muss es einenDC 20Intelligenz (Ermittlung)-Probe ablegen. Bei Erfolg gelingt ihm die Flucht, und der Zauber endet.<br><br>Wenn der Zauber endet, erscheint das Ziel wieder an der Stelle, die es verlassen hat, oder, falls diese Stelle besetzt ist, an der nächstgelegenen freien Stelle.";Magier;
